price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
"1,38 tỷ",- 46 triệu/m²,46 triệu/m²,1 phòng,1 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,,
2 tỷ,"Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","62,50 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,32 m²,
"7,30 tỷ","- 86,90 triệu/m²","86,90 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"2,90 tỷ","- 38,67 triệu/m²","38,67 triệu/m²",2 phòng,2 phòng,Đông,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"2,15 tỷ","Đường Lý Thường Kiệt, Phường 7, Quận 11, Tp Hồ Chí Minh",43 triệu/m²,1 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,50 m²,
780 triệu,"Nguyễn Đức Thuận, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",26 triệu/m²,1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,30 m²,
799 triệu,"Khu dân cư Vĩnh Lộc , Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","11,75 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,68 m²,
"2,40 tỷ","- 34,29 triệu/m²","34,29 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,Bắc,Hợp đồng đặt cọc,Chung cư,,,
"2,25 tỷ","- 38,14 triệu/m²","38,14 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"2,50 tỷ","- 47,17 triệu/m²","47,17 triệu/m²",2 phòng,1 phòng,Bắc,Đã bàn giao,Nam,,,,,
"4,20 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","59,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
"5,20 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",65 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"4,15 tỷ","Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","64,84 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,64 m²,
"1,94 tỷ","- 38,80 triệu/m²","38,80 triệu/m²",1 phòng,1 phòng,Nam,Đã bàn giao,Bắc,Hợp đồng đặt cọc,Chung cư,,,
"2,50 tỷ","531, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","32,47 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,77 m²,
"4,15 tỷ","7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","56,08 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,74 m²,
"6,04 tỷ","- 71,06 triệu/m²","71,06 triệu/m²",3 phòng,2 phòng,Đông Bắc,Đã bàn giao,Tây Nam,,Chung cư,,,
"4,15 tỷ","7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","56,08 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,74 m²,
"6,04 tỷ","- 71,06 triệu/m²","71,06 triệu/m²",3 phòng,2 phòng,Đông Bắc,Đã bàn giao,Tây Nam,,Chung cư,,,
"7,30 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","70,06 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,,
"8,50 tỷ","Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","121,43 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Bắc,Đang chờ sổ,Chung cư,,,
"8,80 tỷ","90A, Lý Thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh","80,42 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"3,60 tỷ","Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","39,13 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,92 m²,
"3,65 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","51,41 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,71 m²,
"6,50 tỷ","Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","64,36 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,101 m²,
"1,13 tỷ","Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",113 triệu/m²,2 phòng,,,Đã bàn giao,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,10 m²,
"1,49 tỷ","- 28,11 triệu/m²","28,11 triệu/m²",1 phòng,1 phòng,Đông,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"2,80 tỷ",- 50 triệu/m²,50 triệu/m²,2 phòng,,Tây Bắc,Đã bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,,56 m²,
"1,87 tỷ","15B, Nguyễn Lương Bằng, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh","24,93 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,1,Chung cư,Nội thất cao cấp,75 m²,
"1,55 tỷ","Tam Bình, Phường Tam Bình (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,44 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,32 m²,
"1,28 tỷ","Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",128 triệu/m²,2 phòng,,,Đã bàn giao,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,10 m²,
"3,70 tỷ","Long Thạnh Mỹ, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","48,68 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,76 m²,
"2,95 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","42,75 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,69 m²,
"2,30 tỷ","- 31,08 triệu/m²","31,08 triệu/m²",2 phòng,,Tây Nam,Đã bàn giao,Đông Bắc,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,,
"3,20 tỷ","- 33,33 triệu/m²","33,33 triệu/m²",3 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,,,
"2,59 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","46,25 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,56 m²,
45 tỷ,"Lô 1.16 và 1.17 , Mai Chí Thọ, Phường Thủ Thiêm (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","321,43 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Nội thất cao cấp,,Căn góc
4 tỷ,"7/28, Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh","54,05 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,74 m²,
3 tỷ,"Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",40 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,75 m²,
4 tỷ,"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","40,40 triệu/m²",3 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,99 m²,Căn góc
"3,30 tỷ","N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","52,38 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,63 m²,
5 tỷ,"- 41,67 triệu/m²","41,67 triệu/m²",2 phòng,2 phòng,Nam,Đã bàn giao,Tây,Sổ hồng riêng,Chung cư,,,
"3,20 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","42,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,75 m²,
"1,33 tỷ","29, Bình Phú, Phường 10, Quận 6, Tp Hồ Chí Minh",133 triệu/m²,2 phòng,,,Đã bàn giao,,Sổ hồng riêng,"Căn hộ dịch vụ, mini",,10 m²,
"2,30 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","33,82 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,68 m²,
"6,60 tỷ","- 55,46 triệu/m²","55,46 triệu/m²",3 phòng,2 phòng,Đông Nam,Đã bàn giao,Tây Bắc,Hợp đồng mua bán,Chung cư,,,
"10,99 tỷ","- 99,91 triệu/m²","99,91 triệu/m²",2 phòng,2 phòng,Đông Bắc,Chưa bàn giao,Tây Bắc,Sổ hồng riêng,Chung cư,,,
"2,20 tỷ",- 50 triệu/m²,50 triệu/m²,2 phòng,2 phòng,Nam,Đã bàn giao,Đông Nam,,,,,
"1,42 tỷ","13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","28,40 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,50 m²,
"3,45 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","43,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,79 m²,
23 tỷ,"600A, Điện Biên Phủ, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","78,50 triệu/m²",5 phòng,5 phòng,,Đã bàn giao,,Sổ hồng riêng,Penthouse,Nội thất cao cấp,293 m²,
"9,30 tỷ","Đường Song Hành Xa Lộ Hà Nội, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","113,41 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,82 m²,
"3,60 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","52,94 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,25 tỷ","Lê Đức Thọ , Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","35,71 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,63 m²,
"3,20 tỷ","Đường Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",64 triệu/m²,1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,50 m²,
"5,90 tỷ","261/10, Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh","64,13 triệu/m²",2 phòng,,,Chưa bàn giao,,Sổ hồng riêng,"Tập thể, cư xá",,92 m²,
"5,20 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",65 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,80 m²,
"3,30 tỷ","817, Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","31,73 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,104 m²,Căn góc
"2,45 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","36,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,67 m²,
"3,10 tỷ","Đường Nguyễn Văn Linh, Phường Tân Thuận Tây,  Quận 7, Hồ Chí Minh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","59,62 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,52 m²,
"2,70 tỷ","312, Lạc Long Quân, Phường 5, Quận 11, Tp Hồ Chí Minh","38,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
28 tỷ,"- 333,30 triệu/m²","333,30 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,,
"1,87 tỷ","Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","55,09 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"4,20 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","59,15 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
"1,95 tỷ","Nguyễn Thị Định, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","37,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,52 m²,
"1,90 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",38 triệu/m²,1 phòng,,,Đã bàn giao,,Đang chờ sổ,Chung cư,,50 m²,Căn góc
"3,25 tỷ","Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","43,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,75 m²,
"1,65 tỷ","Đường Nguyễn Xiển, Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",50 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,33 m²,
"5,20 tỷ","Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","101,56 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,51.2 m²,
"1,80 tỷ","Đường Phước Thiện, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",60 triệu/m²,1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,30 m²,
"4,30 tỷ","- 48,86 triệu/m²","48,86 triệu/m²",2 phòng,2 phòng,Đông Nam,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,,
"1,68 tỷ","Cây Keo, Phường Tam Phú (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",28 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,Đông Bắc,,Chung cư,,,
"3,80 tỷ","196, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","48,10 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,79 m²,
"3,70 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","52,11 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,71 m²,
"6,50 tỷ","Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","64,36 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,101 m²,
"1,60 tỷ","512, Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","53,33 triệu/m²",1 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,30 m²,
"2,05 tỷ","Số 2225, Số 2225 Đường Phạm Thế Hiển, Phường 6, Quận 8, Tp Hồ Chí Minh","34,17 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,60 m²,
"3,35 tỷ","- 36,41 triệu/m²","36,41 triệu/m²",2 phòng,2 phòng,Tây Nam,Chưa bàn giao,Đông Bắc,,,,,
"3,20 tỷ","Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","29,63 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,108 m²,
"2,50 tỷ","số 32, Phước Long A, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","36,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,69 m²,
2 tỷ,"Số 383, Bình Trưng Tây, Phường Bình Trưng Tây (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","33,33 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Officetel,Nội thất đầy đủ,60 m²,
"2,50 tỷ","số 32, Phước Long A, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","36,23 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,69 m²,
28 tỷ,"Tôn Đức Thắng, Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh","333,30 triệu/m²",2 phòng,,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất cao cấp,84 m²,
"2,48 tỷ","15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","27,56 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Nam,Hợp đồng mua bán,Chung cư,,,
2 tỷ,"15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","22,22 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,90 m²,
"2,65 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","34,42 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,77 m²,
"3,30 tỷ","- 38,37 triệu/m²","38,37 triệu/m²",3 phòng,3 phòng,Đông,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,,
"2,95 tỷ","15A2, Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","41,20 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,71.6 m²,
"2,50 tỷ","Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","48,08 triệu/m²",1 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Officetel,,52 m²,
"2,59 tỷ","Số 47, Tân Thới Hòa, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",35 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,74 m²,
"3,20 tỷ","- 29,09 triệu/m²","29,09 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Bắc,Sổ hồng riêng,Chung cư,,,
"1,60 tỷ","Đồng Văn Cống, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","26,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,
"16,80 tỷ","Đường Song Hành Xa Lộ Hà Nội, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","116,67 triệu/m²",4 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,144 m²,
"4,40 tỷ","Mai Chí Thọ, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",44 triệu/m²,3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,100 m²,
"2,97 tỷ","Đường Lê Đức Thọ, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh","43,68 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,68 m²,
"2,08 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","44,23 triệu/m²",1 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,47 m²,
"2,95 tỷ","36, Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh","38,82 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,76 m²,
"3,45 tỷ","- 59,48 triệu/m²","59,48 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,,,
"1,90 tỷ","Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh","33,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,3,Chung cư,Nội thất đầy đủ,,Căn góc
"2,20 tỷ","Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","31,43 triệu/m²",2 phòng,,,Chưa bàn giao,,Đang chờ sổ,Officetel,,70 m²,
"2,35 tỷ","- 25,82 triệu/m²","25,82 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,,
"3,20 tỷ","15A2, Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","42,67 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
"3,25 tỷ","Đường số 1, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh","45,14 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,72 m²,
"2,33 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","49,53 triệu/m²",1 phòng,1 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,,
"4,40 tỷ","- 78,57 triệu/m²","78,57 triệu/m²",2 phòng,1 phòng,Tây Bắc,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,,
"6,35 tỷ","Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh","62,87 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,101 m²,
"1,88 tỷ","Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh","39,17 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,48 m²,
"3,10 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","52,55 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,,
"1,79 tỷ","- 31,40 triệu/m²","31,40 triệu/m²",2 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,,,,,
"5,50 tỷ","Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","63,22 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,87 m²,Căn góc
"1,30 tỷ",96 đường Trần Đại Nghĩa,"26,53 triệu/m²",1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,,49 m²,Căn góc
"2,75 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,26 triệu/m²",2 phòng,,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,58.2 m²,
"17,70 tỷ","- 121,23 triệu/m²","121,23 triệu/m²",3 phòng,2 phòng,Tây Bắc,Đã bàn giao,Đông Nam,Hợp đồng mua bán,Chung cư,,,
"3,95 tỷ","86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","53,38 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,74 m²,
15 tỷ,"Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh","223,88 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Sổ hồng riêng,Chung cư,,67 m²,
"2,45 tỷ","- 26,92 triệu/m²","26,92 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,,
"3,10 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","46,97 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Officetel,Hoàn thiện cơ bản,66 m²,
"2,45 tỷ","- 26,92 triệu/m²","26,92 triệu/m²",2 phòng,2 phòng,Tây,Đã bàn giao,Đông,Sổ hồng riêng,Chung cư,,,
"3,10 tỷ","Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","46,97 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Hợp đồng đặt cọc,Officetel,Hoàn thiện cơ bản,66 m²,
"2,60 tỷ","số 32, Đường Thủy Lợi, Phường Phước Long A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","37,68 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất cao cấp,69 m²,
"6,30 tỷ",Nguyễn Văn Linh,"66,32 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
"3,20 tỷ","15A2, Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh","44,69 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,Nội thất cao cấp,,
"6,20 tỷ","Song Hành, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","88,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
