price,address,price_m2,rooms,toilets,direction,property_status,balconydirection,property_legal_document,apartment_type,furnishing_sell,size,apartment_feature
"2,28 tỷ","195, Cao Lỗ, Phường 4, Quận 8, Tp Hồ Chí Minh","30,81 triệu/m²",2 phòng,2 phòng,,Chưa bàn giao,,Hợp đồng mua bán,Chung cư,,74 m²,
"3,15 tỷ","số 88, N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh","46,32 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,68 m²,
"1,39 tỷ","13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","27,80 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,50 m²,Căn góc
"1,42 tỷ","13E, Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","28,40 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,50 m²,
"2,70 tỷ","Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",27 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,100 m²,
"2,60 tỷ","326/1, Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","37,14 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,70 m²,
"2,90 tỷ","Phan Chu Trinh, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","44,62 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,65 m²,
"2,60 tỷ","41, Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh","43,33 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,60 m²,Căn góc
"3,75 tỷ",Cập nhật 4 ngày trước,"37,50 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,,Chung cư,,100 m²,Căn góc
"3,60 tỷ","D1, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",40 triệu/m²,2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,90 m²,Căn góc
5 tỷ,"Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh","35,46 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,141 m²,Căn góc
"2,40 tỷ","Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh","37,50 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,64 m²,
"4,60 tỷ","Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","47,42 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,97 m²,
"13,89 tỷ","- 52,61 triệu/m²","52,61 triệu/m²",3 phòng,2 phòng,Nam,Đã bàn giao,Bắc,Sổ hồng riêng,Duplex,,,
"2,89 tỷ","- 32,11 triệu/m²","32,11 triệu/m²",3 phòng,2 phòng,Tây Nam,Đã bàn giao,Đông Bắc,,Chung cư,,,
"2,35 tỷ","Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh","33,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,70 m²,
"1,85 tỷ","- 39,36 triệu/m²","39,36 triệu/m²",1 phòng,1 phòng,Tây Nam,Đã bàn giao,Đông Bắc,Sổ hồng riêng,Chung cư,,,
"1,85 tỷ","Đường Nguyễn Thị Định, Phường Cát Lái, Quận 2, Thành phố Hồ Chí Minh, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","34,91 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,,53 m²,
"1,95 tỷ","- 37,50 triệu/m²","37,50 triệu/m²",1 phòng,,Tây Bắc,Đã bàn giao,Đông Nam,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,
"2,80 tỷ","817, Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh","34,57 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,81 m²,
12 tỷ,"Nguyễn Thị Định, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","63,16 triệu/m²",4 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Duplex,Bàn giao thô,,
"3,10 tỷ","Lô 5, Bình Hưng Hòa B, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh","25,62 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,Đông,,Chung cư,,,
"3,60 tỷ","18, Phan Chu Trinh, Phường 2, Quận Bình Thạnh, Tp Hồ Chí Minh",40 triệu/m²,2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,,
"4,50 tỷ","Lương Định Của, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","56,28 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,80 m²,
"2,20 tỷ","Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh","32,35 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,68 m²,
"2,90 tỷ","Số 243, Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh","38,16 triệu/m²",3 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,76 m²,
"2,45 tỷ","Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh","28,49 triệu/m²",3 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Nội thất đầy đủ,,
"3,50 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","35,71 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,98 m²,
"11,60 tỷ","- 108,41 triệu/m²","108,41 triệu/m²",3 phòng,2 phòng,Đông Bắc,Đã bàn giao,Đông Nam,,Chung cư,,,
"2,65 tỷ","Nguyễn Xiển, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","38,41 triệu/m²",2 phòng,,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,69 m²,Căn góc
"3,93 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","32,75 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Hoàn thiện cơ bản,,Căn góc
"4,50 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","28,30 triệu/m²",3 phòng,3 phòng,,Đã bàn giao,,Sổ hồng riêng,Duplex,Hoàn thiện cơ bản,,Căn góc
"3,20 tỷ","370, Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","33,33 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,,Căn góc
22 tỷ,"89, Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",88 triệu/m²,4 phòng,4 phòng,,Đã bàn giao,Đông Nam,Sổ hồng riêng,Penthouse,Nội thất đầy đủ,,
"3,90 tỷ","86, Tản Đà, Phường 11, Quận 5, Tp Hồ Chí Minh","52,70 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,Nội thất đầy đủ,74 m²,
"4,10 tỷ","Lương Định Của, Phường An Khánh (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","51,25 triệu/m²",2 phòng,2 phòng,,Đã bàn giao,,Hợp đồng mua bán,Chung cư,Hoàn thiện cơ bản,80 m²,
"2,75 tỷ",- 55 triệu/m²,55 triệu/m²,1 phòng,1 phòng,Đông Bắc,Đã bàn giao,Tây Nam,Sổ hồng riêng,Chung cư,,,
"1,75 tỷ","D7, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh","31,82 triệu/m²",2 phòng,1 phòng,,Đã bàn giao,,Sổ hồng riêng,Chung cư,,55 m²,
"1,50 tỷ","Tạ Quang Bửu, Phường 5, Quận 8, Tp Hồ Chí Minh",50 triệu/m²,1 phòng,1 phòng,,Đã bàn giao,,Đang chờ sổ,Chung cư,Hoàn thiện cơ bản,30 m²,
"1,58 tỷ","- 25,12 triệu/m²","25,12 triệu/m²",2 phòng,1 phòng,Đông,Đã bàn giao,Bắc,Sổ hồng riêng,Chung cư,,,
